dexNum,id,form,name,starter,startercost,prevolution,eggTier,generation,spriteKey,formKey,hasVariants,category,type1,type2,ability1,ability2,hiddenAbility,passive,bst,hp,atk,def,spatk,spdef,spd,sublegend,legendary,mythical,weight,height,catchRate,friendship,baseExp,growthRate,maleRatio,genderDiffs,isStartSelectable,isUnobtainable,canChangeForm
800,NECROZMA,Dawn Wings,Necrozma,NECROZMA,,,,7,800-dawn-wings,dawn-wings,true,Prism Pokémon,PSYCHIC,GHOST,PRISM_ARMOR,PRISM_ARMOR,NONE,SHADOW_SHIELD,680,97,113,109,157,127,77,false,true,false,230,2.4,3,0,300,SLOW,,false,false,false,
800,NECROZMA,Ultra,Necrozma,NECROZMA,,,,7,800-ultra,ultra,true,Prism Pokémon,PSYCHIC,DRAGON,NEUROFORCE,NEUROFORCE,NONE,DAZZLING,754,97,167,97,167,97,129,false,true,false,230,2.4,3,0,300,SLOW,,false,false,false,
801,MAGEARNA,Normal,Magearna,MAGEARNA,8,,EPIC,7,801,,false,Artificial Pokémon,STEEL,FAIRY,SOUL_HEART,SOUL_HEART,NONE,MIRROR_ARMOR,600,80,95,115,130,115,65,false,false,true,80.5,1,3,0,300,SLOW,,false,true,false,true
801,MAGEARNA,Original,Magearna,MAGEARNA,,,,7,801-original,original,false,Artificial Pokémon,STEEL,FAIRY,SOUL_HEART,SOUL_HEART,NONE,MIRROR_ARMOR,600,80,95,115,130,115,65,false,false,true,80.5,1,3,0,300,SLOW,,false,true,false,
801,MAGEARNA,Mega,Mega Magearna,MAGEARNA,,,,7,801-mega,mega,false,Artificial Pokémon,STEEL,FAIRY,SOUL_HEART,SOUL_HEART,NONE,MIRROR_ARMOR,700,80,125,115,170,115,95,false,false,true,80.5,1,3,0,300,SLOW,,false,false,false,
801,MAGEARNA,Mega Original,Mega Magearna,MAGEARNA,,,,7,801-mega-original,mega-original,false,Artificial Pokémon,STEEL,FAIRY,SOUL_HEART,SOUL_HEART,NONE,MIRROR_ARMOR,700,80,125,115,170,115,95,false,false,true,80.5,1,3,0,300,SLOW,,false,false,false,
802,MARSHADOW,Normal,Marshadow,MARSHADOW,8,,EPIC,7,802,,true,Gloomdweller Pokémon,FIGHTING,GHOST,TECHNICIAN,TECHNICIAN,NONE,IRON_FIST,600,90,125,80,90,90,125,false,false,true,22.2,0.7,3,0,300,SLOW,,false,true,false,true
802,MARSHADOW,Zenith,Marshadow,MARSHADOW,,,,7,802-zenith,zenith,false,Gloomdweller Pokémon,FIGHTING,GHOST,TECHNICIAN,TECHNICIAN,NONE,IRON_FIST,600,90,125,80,90,90,125,false,false,true,22.2,0.7,3,0,300,SLOW,,false,false,true,
803,POIPOLE,,Poipole,POIPOLE,7,,EPIC,7,803,,true,Poison Pin Pokémon,POISON,,BEAST_BOOST,BEAST_BOOST,NONE,LEVITATE,420,67,73,67,73,67,73,true,false,false,1.8,0.6,45,0,210,SLOW,,false,false,,false
804,NAGANADEL,,Naganadel,POIPOLE,,POIPOLE,,7,804,,true,Poison Pin Pokémon,POISON,DRAGON,BEAST_BOOST,BEAST_BOOST,NONE,LEVITATE,540,73,73,73,127,73,121,true,false,false,150,3.6,45,0,270,SLOW,,false,false,,false
805,STAKATAKA,,Stakataka,STAKATAKA,6,,EPIC,7,805,,false,Rampart Pokémon,ROCK,STEEL,BEAST_BOOST,BEAST_BOOST,NONE,SOLID_ROCK,570,61,131,211,53,101,13,true,false,false,820,5.5,30,0,285,SLOW,,false,false,,false
806,BLACEPHALON,,Blacephalon,BLACEPHALON,7,,EPIC,7,806,,false,Fireworks Pokémon,FIRE,GHOST,BEAST_BOOST,BEAST_BOOST,NONE,MAGIC_GUARD,570,53,127,53,151,79,107,true,false,false,13,1.8,30,0,285,SLOW,,false,false,,false
807,ZERAORA,Normal,Zeraora,ZERAORA,7,,EPIC,7,807,,true,Thunderclap Pokémon,ELECTRIC,,VOLT_ABSORB,VOLT_ABSORB,NONE,IRON_FIST,600,88,112,75,102,80,143,false,false,true,44.5,1.5,3,0,300,SLOW,,false,true,false,true
807,ZERAORA,Mega,Mega Zeraora,ZERAORA,,,,7,807-mega,mega,true,Thunderclap Pokémon,ELECTRIC,,VOLT_ABSORB,VOLT_ABSORB,NONE,IRON_FIST,700,88,157,75,147,80,153,false,false,true,44.5,1.5,3,0,300,SLOW,,false,false,false,
808,MELTAN,,Meltan,MELTAN,6,,EPIC,7,808,,true,Hex Nut Pokémon,STEEL,,MAGNET_PULL,MAGNET_PULL,NONE,HEATPROOF,300,46,65,65,55,35,34,false,false,true,8,0.2,3,0,150,SLOW,,false,false,,false
809,MELMETAL,Normal,Melmetal,MELTAN,,MELTAN,,7,809,,true,Hex Nut Pokémon,STEEL,,IRON_FIST,IRON_FIST,NONE,HEATPROOF,600,135,143,143,80,65,34,false,false,true,800,2.5,3,0,300,SLOW,,false,true,false,true
809,MELMETAL,G-Max,G-Max Melmetal,MELTAN,,MELTAN,,7,809-gigantamax,gigantamax,true,Hex Nut Pokémon,STEEL,,IRON_FIST,IRON_FIST,NONE,FULL_METAL_BODY,700,161,169,154,106,76,34,false,false,true,800,2.5,3,0,300,SLOW,,false,false,false,
810,GROOKEY,,Grookey,GROOKEY,3,,COMMON,8,810,,false,Chimp Pokémon,GRASS,,OVERGROW,OVERGROW,GRASSY_SURGE,PICKPOCKET,310,50,65,50,40,40,65,false,false,false,5,0.3,45,50,62,MEDIUM_SLOW,87.5,false,false,,false
811,THWACKEY,,Thwackey,GROOKEY,,GROOKEY,,8,811,,false,Beat Pokémon,GRASS,,OVERGROW,OVERGROW,GRASSY_SURGE,PICKPOCKET,420,70,85,70,55,60,80,false,false,false,14,0.7,45,50,147,MEDIUM_SLOW,87.5,false,false,,false
812,RILLABOOM,Normal,Rillaboom,GROOKEY,,THWACKEY,,8,812,,false,Drummer Pokémon,GRASS,,OVERGROW,OVERGROW,GRASSY_SURGE,GRASS_PELT,530,100,125,90,60,70,85,false,false,false,90,2.1,45,50,265,MEDIUM_SLOW,87.5,false,true,false,true
812,RILLABOOM,G-Max,G-Max Rillaboom,GROOKEY,,THWACKEY,,8,812-gigantamax,gigantamax,false,Drummer Pokémon,GRASS,,GRASSY_SURGE,GRASSY_SURGE,GRASSY_SURGE,GRASS_PELT,630,125,140,105,90,85,85,false,false,false,90,2.1,45,50,265,MEDIUM_SLOW,87.5,false,false,false,
813,SCORBUNNY,,Scorbunny,SCORBUNNY,4,,COMMON,8,813,,false,Rabbit Pokémon,FIRE,,BLAZE,BLAZE,LIBERO,OPPORTUNIST,310,50,71,40,40,40,69,false,false,false,4.5,0.3,45,50,62,MEDIUM_SLOW,87.5,false,false,,false
814,RABOOT,,Raboot,SCORBUNNY,,SCORBUNNY,,8,814,,false,Rabbit Pokémon,FIRE,,BLAZE,BLAZE,LIBERO,OPPORTUNIST,420,65,86,60,55,60,94,false,false,false,9,0.6,45,50,147,MEDIUM_SLOW,87.5,false,false,,false
815,CINDERACE,Normal,Cinderace,SCORBUNNY,,RABOOT,,8,815,,false,Striker Pokémon,FIRE,,BLAZE,BLAZE,LIBERO,OPPORTUNIST,530,80,116,75,65,75,119,false,false,false,33,1.4,45,50,265,MEDIUM_SLOW,87.5,false,true,false,true
815,CINDERACE,G-Max,G-Max Cinderace,SCORBUNNY,,RABOOT,,8,815-gigantamax,gigantamax,false,Striker Pokémon,FIRE,,LIBERO,LIBERO,LIBERO,OPPORTUNIST,630,100,141,80,95,80,134,false,false,false,33,1.4,45,50,265,MEDIUM_SLOW,87.5,false,false,false,
816,SOBBLE,,Sobble,SOBBLE,3,,COMMON,8,816,,true,Water Lizard Pokémon,WATER,,TORRENT,TORRENT,SNIPER,SUPER_LUCK,310,50,40,40,70,40,70,false,false,false,4,0.3,45,50,62,MEDIUM_SLOW,87.5,false,false,,false
817,DRIZZILE,,Drizzile,SOBBLE,,SOBBLE,,8,817,,true,Water Lizard Pokémon,WATER,,TORRENT,TORRENT,SNIPER,SUPER_LUCK,420,65,60,55,95,55,90,false,false,false,11.5,0.7,45,50,147,MEDIUM_SLOW,87.5,false,false,,false
818,INTELEON,Normal,Inteleon,SOBBLE,,DRIZZILE,,8,818,,true,Secret Agent Pokémon,WATER,,TORRENT,TORRENT,SNIPER,SUPER_LUCK,530,70,85,65,125,65,120,false,false,false,45.2,1.9,45,50,265,MEDIUM_SLOW,87.5,false,true,false,true
818,INTELEON,G-Max,G-Max Inteleon,SOBBLE,,DRIZZILE,,8,818-gigantamax,gigantamax,true,Secret Agent Pokémon,WATER,,SNIPER,SNIPER,SNIPER,SUPER_LUCK,630,95,117,67,147,67,137,false,false,false,45.2,1.9,45,50,265,MEDIUM_SLOW,87.5,false,false,false,
819,SKWOVET,,Skwovet,SKWOVET,2,,COMMON,8,819,,false,Cheeky Pokémon,NORMAL,,CHEEK_POUCH,CHEEK_POUCH,GLUTTONY,HARVEST,275,70,55,55,35,35,25,false,false,false,2.5,0.3,255,50,55,MEDIUM_FAST,50,false,false,,false
820,GREEDENT,,Greedent,SKWOVET,,SKWOVET,,8,820,,false,Greedy Pokémon,NORMAL,,CHEEK_POUCH,CHEEK_POUCH,GLUTTONY,HARVEST,460,120,95,95,55,75,20,false,false,false,6,0.6,90,50,161,MEDIUM_FAST,50,false,false,,false
821,ROOKIDEE,,Rookidee,ROOKIDEE,3,,COMMON,8,821,,true,Tiny Bird Pokémon,FLYING,,KEEN_EYE,UNNERVE,BIG_PECKS,GALE_WINGS,245,38,47,35,33,35,57,false,false,false,1.8,0.2,255,50,49,MEDIUM_SLOW,50,false,false,,false
822,CORVISQUIRE,,Corvisquire,ROOKIDEE,,ROOKIDEE,,8,822,,true,Raven Pokémon,FLYING,,KEEN_EYE,UNNERVE,BIG_PECKS,GALE_WINGS,365,68,67,55,43,55,77,false,false,false,16,0.8,120,50,128,MEDIUM_SLOW,50,false,false,,false
823,CORVIKNIGHT,Normal,Corviknight,ROOKIDEE,,CORVISQUIRE,,8,823,,true,Raven Pokémon,FLYING,STEEL,PRESSURE,UNNERVE,MIRROR_ARMOR,IRON_BARBS,495,98,87,105,53,85,67,false,false,false,75,2.2,45,50,248,MEDIUM_SLOW,50,false,true,false,true
823,CORVIKNIGHT,G-Max,G-Max Corviknight,ROOKIDEE,,CORVISQUIRE,,8,823-gigantamax,gigantamax,true,Raven Pokémon,FLYING,STEEL,MIRROR_ARMOR,MIRROR_ARMOR,MIRROR_ARMOR,IRON_BARBS,595,118,112,135,63,90,77,false,false,false,75,2.2,45,50,248,MEDIUM_SLOW,50,false,false,false,
824,BLIPBUG,,Blipbug,BLIPBUG,2,,COMMON,8,824,,false,Larva Pokémon,BUG,,SWARM,COMPOUND_EYES,TELEPATHY,RUN_AWAY,180,25,20,20,25,45,45,false,false,false,8,0.4,255,50,36,MEDIUM_FAST,50,false,false,,false
825,DOTTLER,,Dottler,BLIPBUG,,BLIPBUG,,8,825,,false,Radome Pokémon,BUG,PSYCHIC,SWARM,COMPOUND_EYES,TELEPATHY,PSYCHIC_SURGE,335,50,35,80,50,90,30,false,false,false,19.5,0.4,120,50,117,MEDIUM_FAST,50,false,false,,false
826,ORBEETLE,Normal,Orbeetle,BLIPBUG,,DOTTLER,,8,826,,false,Seven Spot Pokémon,BUG,PSYCHIC,SWARM,FRISK,TELEPATHY,PSYCHIC_SURGE,505,60,45,110,80,120,90,false,false,false,40.8,0.4,45,50,253,MEDIUM_FAST,50,false,true,false,true
826,ORBEETLE,G-Max,G-Max Orbeetle,BLIPBUG,,DOTTLER,,8,826-gigantamax,gigantamax,false,Seven Spot Pokémon,BUG,PSYCHIC,TRACE,TRACE,TRACE,PSYCHIC_SURGE,605,75,50,140,100,150,90,false,false,false,40.8,0.4,45,50,253,MEDIUM_FAST,50,false,false,false,
827,NICKIT,,Nickit,NICKIT,1,,COMMON,8,827,,false,Fox Pokémon,DARK,,RUN_AWAY,UNBURDEN,STAKEOUT,MAGICIAN,245,40,28,28,47,52,50,false,false,false,8.9,0.6,255,50,49,FAST,50,false,false,,false
828,THIEVUL,,Thievul,NICKIT,,NICKIT,,8,828,,false,Fox Pokémon,DARK,,RUN_AWAY,UNBURDEN,STAKEOUT,MAGICIAN,455,70,58,58,87,92,90,false,false,false,19.9,1.2,127,50,159,FAST,50,false,false,,false
829,GOSSIFLEUR,,Gossifleur,GOSSIFLEUR,2,,COMMON,8,829,,true,Flowering Pokémon,GRASS,,COTTON_DOWN,REGENERATOR,EFFECT_SPORE,SEED_SOWER,250,40,40,60,40,60,10,false,false,false,2.2,0.4,190,50,50,MEDIUM_FAST,50,false,false,,false
830,ELDEGOSS,,Eldegoss,GOSSIFLEUR,,GOSSIFLEUR,,8,830,,true,Cotton Bloom Pokémon,GRASS,,COTTON_DOWN,REGENERATOR,EFFECT_SPORE,SEED_SOWER,460,60,50,90,80,120,60,false,false,false,2.5,0.5,75,50,161,MEDIUM_FAST,50,false,false,,false
831,WOOLOO,,Wooloo,WOOLOO,2,,COMMON,8,831,,false,Sheep Pokémon,NORMAL,,FLUFFY,RUN_AWAY,BULLETPROOF,SCRAPPY,270,42,40,55,40,45,48,false,false,false,6,0.6,255,50,122,MEDIUM_FAST,50,false,false,,false
832,DUBWOOL,,Dubwool,WOOLOO,,WOOLOO,,8,832,,false,Sheep Pokémon,NORMAL,,FLUFFY,STEADFAST,BULLETPROOF,SCRAPPY,490,72,80,100,60,90,88,false,false,false,43,1.3,127,50,172,MEDIUM_FAST,50,false,false,,false
833,CHEWTLE,,Chewtle,CHEWTLE,3,,COMMON,8,833,,false,Snapping Pokémon,WATER,,STRONG_JAW,SHELL_ARMOR,SWIFT_SWIM,SOLID_ROCK,284,50,64,50,38,38,44,false,false,false,8.5,0.3,255,50,57,MEDIUM_FAST,50,false,false,,false
834,DREDNAW,Normal,Drednaw,CHEWTLE,,CHEWTLE,,8,834,,false,Bite Pokémon,WATER,ROCK,STRONG_JAW,SHELL_ARMOR,SWIFT_SWIM,SOLID_ROCK,485,90,115,90,48,68,74,false,false,false,115.5,1,75,50,170,MEDIUM_FAST,50,false,true,false,true
834,DREDNAW,G-Max,G-Max Drednaw,CHEWTLE,,CHEWTLE,,8,834-gigantamax,gigantamax,false,Bite Pokémon,WATER,ROCK,STRONG_JAW,STRONG_JAW,STRONG_JAW,SOLID_ROCK,585,115,137,115,61,83,74,false,false,false,115.5,1,75,50,170,MEDIUM_FAST,50,false,false,false,
835,YAMPER,,Yamper,YAMPER,2,,COMMON,8,835,,true,Puppy Pokémon,ELECTRIC,,BALL_FETCH,BALL_FETCH,RATTLED,PICKUP,270,59,45,50,40,50,26,false,false,false,13.5,0.3,255,50,54,FAST,50,false,false,,false
836,BOLTUND,,Boltund,YAMPER,,YAMPER,,8,836,,true,Dog Pokémon,ELECTRIC,,STRONG_JAW,STRONG_JAW,COMPETITIVE,SHEER_FORCE,490,69,90,60,90,60,121,false,false,false,34,1,45,50,172,FAST,50,false,false,,false
837,ROLYCOLY,,Rolycoly,ROLYCOLY,3,,COMMON,8,837,,false,Coal Pokémon,ROCK,,STEAM_ENGINE,HEATPROOF,FLASH_FIRE,SOLID_ROCK,240,30,40,50,40,50,30,false,false,false,12,0.3,255,50,48,MEDIUM_SLOW,50,false,false,,false
838,CARKOL,,Carkol,ROLYCOLY,,ROLYCOLY,,8,838,,false,Coal Pokémon,ROCK,FIRE,STEAM_ENGINE,FLAME_BODY,FLASH_FIRE,SOLID_ROCK,410,80,60,90,60,70,50,false,false,false,78,1.1,120,50,144,MEDIUM_SLOW,50,false,false,,false
839,COALOSSAL,Normal,Coalossal,ROLYCOLY,,CARKOL,,8,839,,false,Coal Pokémon,ROCK,FIRE,STEAM_ENGINE,FLAME_BODY,FLASH_FIRE,SOLID_ROCK,510,110,80,120,80,90,30,false,false,false,310.5,2.8,45,50,255,MEDIUM_SLOW,50,false,true,false,true
839,COALOSSAL,G-Max,G-Max Coalossal,ROLYCOLY,,CARKOL,,8,839-gigantamax,gigantamax,false,Coal Pokémon,ROCK,FIRE,STEAM_ENGINE,STEAM_ENGINE,STEAM_ENGINE,SOLID_ROCK,610,140,100,132,95,100,43,false,false,false,310.5,2.8,45,50,255,MEDIUM_SLOW,50,false,false,false,
840,APPLIN,,Applin,APPLIN,3,,COMMON,8,840,,true,Apple Core Pokémon,GRASS,DRAGON,RIPEN,GLUTTONY,BULLETPROOF,STURDY,260,40,40,80,40,40,20,false,false,false,0.5,0.2,255,50,52,ERRATIC,50,false,false,,false
841,FLAPPLE,Normal,Flapple,APPLIN,,APPLIN,,8,841,,true,Apple Wing Pokémon,GRASS,DRAGON,RIPEN,GLUTTONY,HUSTLE,NO_GUARD,485,70,110,80,95,60,70,false,false,false,1,0.3,45,50,170,ERRATIC,50,false,true,false,true
841,FLAPPLE,G-Max,G-Max Flapple,APPLIN,,APPLIN,,8,841-gigantamax,gigantamax,true,Apple Wing Pokémon,GRASS,DRAGON,HUSTLE,HUSTLE,HUSTLE,NO_GUARD,585,100,125,90,105,70,95,false,false,false,1,0.3,45,50,170,ERRATIC,50,false,false,false,
842,APPLETUN,Normal,Appletun,APPLIN,,APPLIN,,8,842,,true,Apple Nectar Pokémon,GRASS,DRAGON,RIPEN,GLUTTONY,THICK_FAT,WELL_BAKED_BODY,485,110,85,80,100,80,30,false,false,false,13,0.4,45,50,170,ERRATIC,50,false,true,false,true
842,APPLETUN,G-Max,G-Max Appletun,APPLIN,,APPLIN,,8,842-gigantamax,gigantamax,true,Apple Nectar Pokémon,GRASS,DRAGON,THICK_FAT,THICK_FAT,THICK_FAT,WELL_BAKED_BODY,585,150,100,95,115,95,30,false,false,false,13,0.4,45,50,170,ERRATIC,50,false,false,false,
843,SILICOBRA,,Silicobra,SILICOBRA,3,,COMMON,8,843,,false,Sand Snake Pokémon,GROUND,,SAND_SPIT,SHED_SKIN,SAND_VEIL,SAND_RUSH,315,52,57,75,35,50,46,false,false,false,7.6,2.2,255,50,63,MEDIUM_FAST,50,false,false,,false
844,SANDACONDA,Normal,Sandaconda,SILICOBRA,,SILICOBRA,,8,844,,false,Sand Snake Pokémon,GROUND,,SAND_SPIT,SHED_SKIN,SAND_VEIL,SAND_RUSH,510,72,107,125,65,70,71,false,false,false,65.5,3.8,120,50,179,MEDIUM_FAST,50,false,true,false,true
844,SANDACONDA,G-Max,G-Max Sandaconda,SILICOBRA,,SILICOBRA,,8,844-gigantamax,gigantamax,false,Sand Snake Pokémon,GROUND,,SAND_SPIT,SAND_SPIT,SAND_SPIT,SAND_RUSH,610,102,137,140,70,80,81,false,false,false,65.5,3.8,120,50,179,MEDIUM_FAST,50,false,false,false,
845,CRAMORANT,Normal,Cramorant,CRAMORANT,3,,COMMON,8,845,,false,Gulp Pokémon,FLYING,WATER,GULP_MISSILE,GULP_MISSILE,NONE,LIGHTNING_ROD,475,70,85,55,85,95,85,false,false,false,18,0.8,45,50,166,MEDIUM_FAST,50,false,true,false,false
845,CRAMORANT,Gulping Form,Cramorant,CRAMORANT,,,,8,845-gulping,gulping,false,Gulp Pokémon,FLYING,WATER,GULP_MISSILE,GULP_MISSILE,NONE,LIGHTNING_ROD,475,70,85,55,85,95,85,false,false,false,18,0.8,45,50,166,MEDIUM_FAST,50,false,false,false,
845,CRAMORANT,Gorging Form,Cramorant,CRAMORANT,,,,8,845-gorging,gorging,false,Gulp Pokémon,FLYING,WATER,GULP_MISSILE,GULP_MISSILE,NONE,LIGHTNING_ROD,475,70,85,55,85,95,85,false,false,false,18,0.8,45,50,166,MEDIUM_FAST,50,false,false,false,
846,ARROKUDA,,Arrokuda,ARROKUDA,3,,COMMON,8,846,,false,Rush Pokémon,WATER,,SWIFT_SWIM,SWIFT_SWIM,PROPELLER_TAIL,SPEED_BOOST,280,41,63,40,40,30,66,false,false,false,1,0.5,255,50,56,SLOW,50,false,false,,false
847,BARRASKEWDA,,Barraskewda,ARROKUDA,,ARROKUDA,,8,847,,false,Skewer Pokémon,WATER,,SWIFT_SWIM,SWIFT_SWIM,PROPELLER_TAIL,INTIMIDATE,490,61,123,60,60,50,136,false,false,false,30,1.3,60,50,172,SLOW,50,false,false,,false
848,TOXEL,,Toxel,TOXEL,3,,COMMON,8,848,,false,Baby Pokémon,ELECTRIC,POISON,RATTLED,STATIC,KLUTZ,ELECTRIC_SURGE,242,40,38,35,54,35,40,false,false,false,11,0.4,75,50,48,MEDIUM_SLOW,50,false,false,,false
849,TOXTRICITY,Amped Form,Toxtricity,TOXEL,,TOXEL,,8,849,amped,false,Punk Pokémon,ELECTRIC,POISON,PUNK_ROCK,PLUS,TECHNICIAN,ELECTRIC_SURGE,502,75,98,70,114,70,75,false,false,false,40,1.6,45,50,176,MEDIUM_SLOW,50,false,true,false,true
849,TOXTRICITY,Low-Key Form,Toxtricity,TOXEL,,TOXEL,,8,849-lowkey,lowkey,false,Punk Pokémon,ELECTRIC,POISON,PUNK_ROCK,MINUS,TECHNICIAN,ELECTRIC_SURGE,502,75,98,70,114,70,75,false,false,false,40,1.6,45,50,176,MEDIUM_SLOW,50,false,true,false,
849,TOXTRICITY,G-Max,G-Max Toxtricity,TOXEL,,TOXEL,,8,849-gigantamax,gigantamax,false,Punk Pokémon,ELECTRIC,POISON,PUNK_ROCK,PUNK_ROCK,PUNK_ROCK,ELECTRIC_SURGE,602,114,105,82,137,82,82,false,false,false,40,1.6,45,50,176,MEDIUM_SLOW,50,false,false,false,
850,SIZZLIPEDE,,Sizzlipede,SIZZLIPEDE,3,,COMMON,8,850,,true,Radiator Pokémon,FIRE,BUG,FLASH_FIRE,WHITE_SMOKE,FLAME_BODY,HUSTLE,305,50,65,45,50,50,45,false,false,false,1,0.7,190,50,61,MEDIUM_FAST,50,false,false,,false
851,CENTISKORCH,Normal,Centiskorch,SIZZLIPEDE,,SIZZLIPEDE,,8,851,,true,Radiator Pokémon,FIRE,BUG,FLASH_FIRE,WHITE_SMOKE,FLAME_BODY,HUSTLE,525,100,115,65,90,90,65,false,false,false,120,3,75,50,184,MEDIUM_FAST,50,false,true,false,true
851,CENTISKORCH,G-Max,G-Max Centiskorch,SIZZLIPEDE,,SIZZLIPEDE,,8,851-gigantamax,gigantamax,true,Radiator Pokémon,FIRE,BUG,FLASH_FIRE,FLASH_FIRE,FLASH_FIRE,HUSTLE,625,130,125,75,94,100,101,false,false,false,120,3,75,50,184,MEDIUM_FAST,50,false,false,false,
852,CLOBBOPUS,,Clobbopus,CLOBBOPUS,2,,COMMON,8,852,,false,Tantrum Pokémon,FIGHTING,,LIMBER,LIMBER,TECHNICIAN,WATER_BUBBLE,310,50,68,60,50,50,32,false,false,false,4,0.6,180,50,62,MEDIUM_SLOW,50,false,false,,false
853,GRAPPLOCT,,Grapploct,CLOBBOPUS,,CLOBBOPUS,,8,853,,false,Jujitsu Pokémon,FIGHTING,,LIMBER,LIMBER,TECHNICIAN,WATER_BUBBLE,480,80,118,90,70,80,42,false,false,false,39,1.6,45,50,168,MEDIUM_SLOW,50,false,false,,false
854,SINISTEA,Phony Form,Sinistea,SINISTEA,3,,COMMON,8,854,phony,true,Black Tea Pokémon,GHOST,,WEAK_ARMOR,WEAK_ARMOR,CURSED_BODY,WATER_ABSORB,308,40,45,45,74,54,50,false,false,false,0.2,0.1,120,50,62,MEDIUM_FAST,,false,true,false,false
854,SINISTEA,Antique Form,Sinistea,SINISTEA,,,,8,854,antique,true,Black Tea Pokémon,GHOST,,WEAK_ARMOR,WEAK_ARMOR,CURSED_BODY,STURDY,308,40,45,45,74,54,50,false,false,false,0.2,0.1,120,50,62,MEDIUM_FAST,,false,true,false,
855,POLTEAGEIST,Phony Form,Polteageist,SINISTEA,,SINISTEA,,8,855,phony,true,Black Tea Pokémon,GHOST,,WEAK_ARMOR,WEAK_ARMOR,CURSED_BODY,WATER_ABSORB,508,60,65,65,134,114,70,false,false,false,0.4,0.2,60,50,178,MEDIUM_FAST,,false,true,false,false
855,POLTEAGEIST,Antique Form,Polteageist,SINISTEA,,SINISTEA,,8,855,antique,true,Black Tea Pokémon,GHOST,,WEAK_ARMOR,WEAK_ARMOR,CURSED_BODY,STURDY,508,60,65,65,134,114,70,false,false,false,0.4,0.2,60,50,178,MEDIUM_FAST,,false,true,false,
856,HATENNA,,Hatenna,HATENNA,3,,COMMON,8,856,,true,Calm Pokémon,PSYCHIC,,HEALER,ANTICIPATION,MAGIC_BOUNCE,FAIRY_AURA,265,42,30,45,56,53,39,false,false,false,3.4,0.4,235,50,53,SLOW,0,false,false,,false
857,HATTREM,,Hattrem,HATENNA,,HATENNA,,8,857,,true,Serene Pokémon,PSYCHIC,,HEALER,ANTICIPATION,MAGIC_BOUNCE,FAIRY_AURA,370,57,40,65,86,73,49,false,false,false,4.8,0.6,120,50,130,SLOW,0,false,false,,false
858,HATTERENE,Normal,Hatterene,HATENNA,,HATTREM,,8,858,,true,Silent Pokémon,PSYCHIC,FAIRY,HEALER,ANTICIPATION,MAGIC_BOUNCE,FAIRY_AURA,510,57,90,95,136,103,29,false,false,false,5.1,2.1,45,50,255,SLOW,0,false,true,false,true
858,HATTERENE,G-Max,G-Max Hatterene,HATENNA,,HATTREM,,8,858-gigantamax,gigantamax,true,Silent Pokémon,PSYCHIC,FAIRY,MAGIC_BOUNCE,MAGIC_BOUNCE,MAGIC_BOUNCE,FAIRY_AURA,610,87,100,110,146,118,49,false,false,false,5.1,2.1,45,50,255,SLOW,0,false,false,false,
859,IMPIDIMP,,Impidimp,IMPIDIMP,3,,COMMON,8,859,,true,Wily Pokémon,DARK,FAIRY,PRANKSTER,FRISK,PICKPOCKET,INTIMIDATE,265,45,45,30,55,40,50,false,false,false,5.5,0.4,255,50,53,MEDIUM_FAST,100,false,false,,false
860,MORGREM,,Morgrem,IMPIDIMP,,IMPIDIMP,,8,860,,true,Devious Pokémon,DARK,FAIRY,PRANKSTER,FRISK,PICKPOCKET,INTIMIDATE,370,65,60,45,75,55,70,false,false,false,12.5,0.8,120,50,130,MEDIUM_FAST,100,false,false,,false
861,GRIMMSNARL,Normal,Grimmsnarl,IMPIDIMP,,MORGREM,,8,861,,true,Bulk Up Pokémon,DARK,FAIRY,PRANKSTER,FRISK,PICKPOCKET,INTIMIDATE,510,95,120,65,95,75,60,false,false,false,61,1.5,45,50,255,MEDIUM_FAST,100,false,true,false,true
861,GRIMMSNARL,G-Max,G-Max Grimmsnarl,IMPIDIMP,,MORGREM,,8,861-gigantamax,gigantamax,true,Bulk Up Pokémon,DARK,FAIRY,PRANKSTER,PRANKSTER,PRANKSTER,INTIMIDATE,610,130,138,75,110,92,65,false,false,false,61,1.5,45,50,255,MEDIUM_FAST,100,false,false,false,
862,OBSTAGOON,,Obstagoon,GALAR_ZIGZAGOON,,GALAR_LINOONE,,8,862,,true,Blocking Pokémon,DARK,NORMAL,RECKLESS,GUTS,DEFIANT,POISON_HEAL,520,93,90,101,60,81,95,false,false,false,46,1.6,45,50,260,MEDIUM_FAST,50,false,false,,false
863,PERRSERKER,,Perrserker,GALAR_MEOWTH,,GALAR_MEOWTH,,8,863,,true,Viking Pokémon,STEEL,,BATTLE_ARMOR,TOUGH_CLAWS,STEELY_SPIRIT,UNBURDEN,440,70,110,100,50,60,50,false,false,false,28,0.8,90,50,154,MEDIUM_FAST,50,false,false,,false
864,CURSOLA,,Cursola,GALAR_CORSOLA,,GALAR_CORSOLA,,8,864,,true,Coral Pokémon,GHOST,,WEAK_ARMOR,WEAK_ARMOR,PERISH_BODY,SHADOW_SHIELD,510,60,95,50,145,130,30,false,false,false,0.4,1,30,50,179,FAST,25,false,false,,false
